Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
Trình tự giải quyết khiếu nại về bảo hiểm xã hội, mục 3 Điều 119 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,Trường hợp người khiếu nại không đồng ý với quyết định giải quyết khiếu nại của cơ quan quản lý nhà nước về lao động cấp tỉnh hoặc quá thời hạn quy định mà khiếu nại không được giải quyết thì có quyền khởi kiện tại Tòa án.,"bao hiem xa hoi, trinh tu giai quyet khieu nai"
Trình tự giải quyết khiếu nại về bảo hiểm xã hội, mục 4 Điều 119 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"4. Thời hiệu khiếu nại, thời hạn giải quyết khiếu nại được áp dụng theo quy định của pháp luật về khiếu nại.","bao hiem xa hoi, trinh tu giai quyet khieu nai"
"Tố cáo, giải quyết tố cáo về bảo hiểm xã hội", Điều 120 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,Việc tố cáo và giải quyết tố cáo hành vi vi phạm pháp luật về bảo hiểm xã hội được thực hiện theo quy định của pháp luật về tố cáo.,"bao hiem xa hoi, to cao, giai quyet to cao"
"Thẩm quyền xử phạt vi phạm hành chính, mức phạt và biện pháp khắc phục hậu quả trong lĩnh vực bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp", mục 1 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,1. Thẩm quyền của cơ quan bảo hiểm xã hội bao gồm:,"bao hiem xa hoi, tham quyen xu phat vi pham hanh chinh, muc phat, bien phap khac phuc hau qua, bao hiem xa hoi, bao hiem y te, bao hiem that nghiep"
1. Thẩm quyền của cơ quan bảo hiểm xã hội bao gồm:,khoản a mục 1 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,a) Tổng Giám đốc Bảo hiểm xã hội Việt Nam có thẩm quyền theo quy định tại khoản 4 Điều 46 của Luật xử lý vi phạm hành chính;,"tham quyen, co quan bao hiem xa hoi"
1. Thẩm quyền của cơ quan bảo hiểm xã hội bao gồm:,khoản b mục 1 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,b) Giám đốc bảo hiểm xã hội cấp tỉnh có thẩm quyền theo quy định tại khoản 2 Điều 46 của Luật xử lý vi phạm hành chính;,"tham quyen, co quan bao hiem xa hoi"
1. Thẩm quyền của cơ quan bảo hiểm xã hội bao gồm:,khoản c mục 1 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,c) Trưởng đoàn thanh tra chuyên ngành do Tổng Giám đốc Bảo hiểm xã hội Việt Nam quyết định thành lập có thẩm quyền theo quy định tại khoản 3 Điều 46 của Luật xử lý vi phạm hành chính.,"tham quyen, co quan bao hiem xa hoi"
"Thẩm quyền xử phạt vi phạm hành chính, mức phạt và biện pháp khắc phục hậu quả trong lĩnh vực bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp", mục 2 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Người có thẩm quyền xử phạt vi phạm hành chính quy định tại khoản 1 Điều này có thể giao cho cấp phó thực hiện xử lý vi phạm hành chính.,"bao hiem xa hoi, tham quyen xu phat vi pham hanh chinh, muc phat, bien phap khac phuc hau qua, bao hiem xa hoi, bao hiem y te, bao hiem that nghiep"
"Thẩm quyền xử phạt vi phạm hành chính, mức phạt và biện pháp khắc phục hậu quả trong lĩnh vực bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp", mục 3 Điều 121 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Mức phạt tiền tối đa đối với lĩnh vực bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp, các hình thức xử phạt, biện pháp khắc phục hậu quả, thủ tục xử phạt vi phạm hành chính và các quy định khác có liên quan về xử phạt vi phạm hành chính thực hiện theo quy định của Luật xử lý vi phạm hành chính và quy định khác của pháp luật có liên quan.","bao hiem xa hoi, tham quyen xu phat vi pham hanh chinh, muc phat, bien phap khac phuc hau qua, bao hiem xa hoi, bao hiem y te, bao hiem that nghiep"
Xử lý vi phạm pháp luật về bảo hiểm xã hội, mục 1 Điều 122 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"1. Cơ quan, tổ chức có hành vi vi phạm quy định của Luật này, tùy theo tính chất, mức độ vi phạm mà bị xử phạt vi phạm hành chính; nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật.","bao hiem xa hoi, xu ly vi pham phap luat"
Xử lý vi phạm pháp luật về bảo hiểm xã hội, mục 2 Điều 122 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"2. Cá nhân có hành vi vi phạm quy định của Luật này, tùy theo tính chất, mức độ vi phạm mà bị xử phạt vi phạm hành chính, xử lý kỷ luật hoặc bị truy cứu trách nhiệm hình sự; nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật.","bao hiem xa hoi, xu ly vi pham phap luat"
Xử lý vi phạm pháp luật về bảo hiểm xã hội, mục 3 Điều 122 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Người sử dụng lao động có hành vi vi phạm quy định tại các khoản 1, 2 và 3 Điều 17 của Luật này từ 30 ngày trở lên thì ngoài việc phải đóng đủ số tiền chưa đóng, chậm đóng và bị xử lý theo quy định của pháp luật, còn phải nộp số tiền lãi bằng 02 lần mức lãi suất đầu tư quỹ bảo hiểm xã hội bình quân của năm trước liền kề tính trên số tiền, thời gian chậm đóng; nếu không thực hiện thì theo yêu cầu của người có thẩm quyền, ngân hàng, tổ chức tín dụng khác, kho bạc nhà nước có trách nhiệm trích từ tài khoản tiền gửi của người sử dụng lao động để nộp số tiền chưa đóng, chậm đóng và lãi của số tiền này vào tài khoản của cơ quan bảo hiểm xã hội.","bao hiem xa hoi, xu ly vi pham phap luat"
Quy định chuyển tiếp, mục 1 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,1. Các quy định của Luật này được áp dụng đối với người đã tham gia bảo hiểm xã hội từ trước ngày Luật này có hiệu lực.,"bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 2 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"2. Người đang hưởng lương hưu trước ngày 01 tháng 01 năm 1994, người đang hưởng lương hưu, trợ cấp mất sức lao động, tai nạn lao động, bệnh nghề nghiệp, tiền tuất hằng tháng, trợ cấp hằng tháng đối với cán bộ xã, phường, thị trấn đã nghỉ việc, người đã hết thời hạn hưởng trợ cấp hiện đang hưởng trợ cấp hằng tháng và người bị đình chỉ hưởng bảo hiểm xã hội do vi phạm pháp luật trước ngày Luật này có hiệu lực thì vẫn thực hiện theo các quy định trước đây và được điều chỉnh mức hưởng.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 3 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"3. Người lao động đã có thời gian đóng bảo hiểm xã hội bao gồm phụ cấp khu vực thì ngoài lương hưu, bảo hiểm xã hội một lần và trợ cấp tuất thì được giải quyết hưởng trợ cấp khu vực một lần; người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng đang hưởng phụ cấp khu vực hằng tháng tại nơi thường trú có phụ cấp khu vực thì được tiếp tục hưởng.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 4 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,4. Người hưởng chế độ phu nhân hoặc phu quân tại cơ quan đại diện Việt Nam ở nước ngoài tham gia bảo hiểm xã hội bắt buộc với hai chế độ hưu trí và tử tuất; người lao động nghỉ việc do mắc bệnh thuộc Danh mục bệnh cần chữa trị dài ngày do Bộ Y tế ban hành đang hưởng chế độ ốm đau trước ngày Luật này có hiệu lực thi hành được thực hiện theo quy định của Chính phủ.,"bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 5 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"5. Người đang hưởng lương hưu, trợ cấp mất sức lao động, tai nạn lao động, bệnh nghề nghiệp hằng tháng trước ngày Luật này có hiệu lực thì khi chết được áp dụng chế độ tử tuất quy định tại Luật này.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 6 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"6. Người lao động có thời gian làm việc trong khu vực nhà nước trước ngày 01 tháng 01 năm 1995 nếu đủ điều kiện hưởng nhưng chưa được giải quyết trợ cấp thôi việc hoặc trợ cấp một lần, trợ cấp xuất ngũ, phục viên thì thời gian đó được tính là thời gian đã đóng bảo hiểm xã hội. Việc tính thời gian công tác trước ngày 01 tháng 01 năm 1995 để hưởng bảo hiểm xã hội được thực hiện theo các văn bản quy định trước đây về tính thời gian công tác trước ngày 01 tháng 01 năm 1995 để hưởng bảo hiểm xã hội của cán bộ, công chức, viên chức, công nhân, quân nhân, và công an nhân dân.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 7 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"7. Hằng năm, Nhà nước chuyển từ ngân sách một khoản kinh phí vào quỹ bảo hiểm xã hội để bảo đảm trả đủ lương hưu, trợ cấp bảo hiểm xã hội đối với người hưởng lương hưu, trợ cấp bảo hiểm xã hội trước ngày 01 tháng 01 năm 1995; đóng bảo hiểm xã hội cho thời gian làm việc trước ngày 01 tháng 01 năm 1995 đối với người quy định tại khoản 6 Điều này.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 8 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,8. Người lao động đủ điều kiện và hưởng các chế độ bảo hiểm xã hội trước ngày Luật này có hiệu lực thi hành thì vẫn thực hiện theo quy định của Luật bảo hiểm xã hội số 71/2006/QH11.,"bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 9 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"9. Người hưởng lương hưu, trợ cấp bảo hiểm xã hội, trợ cấp hằng tháng mà đang giao kết hợp đồng lao động thì không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc.","bao hiem xa hoi, quy dinh chuyen tiep"
Quy định chuyển tiếp, mục 1 Điều 123 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,10. Chính phủ quy định chi tiết Điều này.,"bao hiem xa hoi, quy dinh chuyen tiep"
Hiệu lực thi hành, mục 1 Điều 124 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2016, trừ quy định tại điểm b khoản 1 và khoản 2 Điều 2 của Luật này thì có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2018.","bao hiem xa hoi, hieu luc thi hanh"
Hiệu lực thi hành, mục 2 Điều 124 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,2. Luật bảo hiểm xã hội số 71/2006/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.,"bao hiem xa hoi, hieu luc thi hanh"
Quy định chi tiết, Điều 125 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Chính phủ, cơ quan có thẩm quyền quy định chi tiết các điều, khoản được giao trong Luật.","bao hiem xa hoi, quy dinh chi tiet"
Quy định chi tiết, Điều 125 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 8 thông qua ngày 20 tháng 11 năm 2014.","bao hiem xa hoi, quy dinh chi tiet"
2. Luật bảo hiểm xã hội số 71/2006/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.,Điều 1  Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"Nghị định này quy định chi tiết một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc đối với cán bộ, công chức, viên chức và người lao động Việt Nam làm việc theo hợp đồng lao động.","luat bao hiem xa hoi so 71/2006/qh11, het hieu luc, ke tu ngay"
Đối tượng áp dụng,mục 1 Điều 2  Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"1. Người lao động là công dân Việt Nam tham gia bảo hiểm xã hội bắt buộc theo quy định tại Nghị định này, bao gồm:","bao hiem xa hoi, doi tuong ap dung"
1. Người lao động là công dân Việt Nam tham gia bảo hiểm xã hội bắt buộc theo quy định tại Nghị định này,khoản a mục 1 Điều 2  Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"a) Người làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động xác định thời hạn, hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời hạn từ đủ 03 tháng đến dưới 12 tháng, kể cả hợp đồng lao động được ký kết giữa người sử dụng lao động với người đại diện theo pháp luật của người dưới 15 tuổi theo quy định của pháp luật về lao động;","nguoi lao dong, cong dan viet nam, tham gia, bao hiem xa hoi, bat buoc"
